"","seqid","source","type","start","end","score","strand","phase","attributes"
"1.16","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"1.17","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"46552","NC_059182.1","Gnomon","gene",15715022,15717114,".","+",".","ID=gene-LOC116917939;Dbxref=GeneID:116917939;Name=LOC116917939;gbkey=Gene;gene=LOC116917939;gene_biotype=protein_coding"
"46553","NC_059182.1","Gnomon","mRNA",15715022,15717114,".","+",".","ID=rna-XM_045180324.1;Parent=gene-LOC116917939;Dbxref=GeneID:116917939,Genbank:XM_045180324.1;Name=XM_045180324.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116917939;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 142 samples with support for all annotated introns;product=TGF-beta-activated kinase 1 and MAP3K7-binding protein 1;transcript_id=XM_045180324.1"
"46555","NC_059182.1","Gnomon","exon",15715333,15715662,".","+",".","ID=exon-XM_045180324.1-2;Parent=rna-XM_045180324.1;Dbxref=GeneID:116917939,Genbank:XM_045180324.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116917939;product=TGF-beta-activated kinase 1 and MAP3K7-binding protein 1;transcript_id=XM_045180324.1"
"46562","NC_059182.1","Gnomon","CDS",15715333,15715662,".","+","2","ID=cds-XP_045036259.1;Parent=rna-XM_045180324.1;Dbxref=GeneID:116917939,Genbank:XP_045036259.1;Name=XP_045036259.1;gbkey=CDS;gene=LOC116917939;product=TGF-beta-activated kinase 1 and MAP3K7-binding protein 1;protein_id=XP_045036259.1"
"1.18","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"51600","NC_059182.1","Gnomon","gene",16584101,16585267,".","-",".","ID=gene-LOC116936636;Dbxref=GeneID:116936636;Name=LOC116936636;gbkey=Gene;gene=LOC116936636;gene_biotype=protein_coding"
"51601","NC_059182.1","Gnomon","mRNA",16584101,16585267,".","-",".","ID=rna-XM_032943845.2;Parent=gene-LOC116936636;Dbxref=GeneID:116936636,Genbank:XM_032943845.2;Name=XM_032943845.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116936636;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 146 samples with support for all annotated introns;product=lysM and putative peptidoglycan-binding domain-containing protein 3;transcript_id=XM_032943845.2"
"51604","NC_059182.1","Gnomon","exon",16584101,16584695,".","-",".","ID=exon-XM_032943845.2-3;Parent=rna-XM_032943845.2;Dbxref=GeneID:116936636,Genbank:XM_032943845.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116936636;product=lysM and putative peptidoglycan-binding domain-containing protein 3;transcript_id=XM_032943845.2"
"51607","NC_059182.1","Gnomon","CDS",16584192,16584695,".","-","0","ID=cds-XP_032799736.1;Parent=rna-XM_032943845.2;Dbxref=GeneID:116936636,Genbank:XP_032799736.1;Name=XP_032799736.1;gbkey=CDS;gene=LOC116936636;product=lysM and putative peptidoglycan-binding domain-containing protein 3;protein_id=XP_032799736.1"
"1.19","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"1.20","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"62588","NC_059183.1","Gnomon","gene",16418859,16421307,".","+",".","ID=gene-LOC116915926;Dbxref=GeneID:116915926;Name=LOC116915926;gbkey=Gene;gene=LOC116915926;gene_biotype=protein_coding"
"62589","NC_059183.1","Gnomon","mRNA",16418859,16421307,".","+",".","ID=rna-XM_032921086.2;Parent=gene-LOC116915926;Dbxref=GeneID:116915926,Genbank:XM_032921086.2;Name=XM_032921086.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116915926;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=UDP-glucose 6-dehydrogenase%2C transcript variant X1;transcript_id=XM_032921086.2"
"62591","NC_059183.1","Gnomon","exon",16419242,16419609,".","+",".","ID=exon-XM_032921086.2-2;Parent=rna-XM_032921086.2;Dbxref=GeneID:116915926,Genbank:XM_032921086.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116915926;product=UDP-glucose 6-dehydrogenase%2C transcript variant X1;transcript_id=XM_032921086.2"
"62598","NC_059183.1","Gnomon","CDS",16419271,16419609,".","+","0","ID=cds-XP_032776977.2;Parent=rna-XM_032921086.2;Dbxref=GeneID:116915926,Genbank:XP_032776977.2;Name=XP_032776977.2;gbkey=CDS;gene=LOC116915926;product=UDP-glucose 6-dehydrogenase isoform X1;protein_id=XP_032776977.2"
"62605","NC_059183.1","Gnomon","mRNA",16418863,16421307,".","+",".","ID=rna-XM_032921087.2;Parent=gene-LOC116915926;Dbxref=GeneID:116915926,Genbank:XM_032921087.2;Name=XM_032921087.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116915926;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 27 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 146 samples with support for all annotated introns;product=UDP-glucose 6-dehydrogenase%2C transcript variant X2;transcript_id=XM_032921087.2"
"62607","NC_059183.1","Gnomon","exon",16419242,16419609,".","+",".","ID=exon-XM_032921087.2-2;Parent=rna-XM_032921087.2;Dbxref=GeneID:116915926,Genbank:XM_032921087.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116915926;product=UDP-glucose 6-dehydrogenase%2C transcript variant X2;transcript_id=XM_032921087.2"
"62614","NC_059183.1","Gnomon","CDS",16419271,16419609,".","+","0","ID=cds-XP_032776978.2;Parent=rna-XM_032921087.2;Dbxref=GeneID:116915926,Genbank:XP_032776978.2;Name=XP_032776978.2;gbkey=CDS;gene=LOC116915926;product=UDP-glucose 6-dehydrogenase isoform X2;protein_id=XP_032776978.2"
"79120","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"83401","NC_059184.1","Gnomon","gene",790215,793343,".","-",".","ID=gene-LOC116919850;Dbxref=GeneID:116919850;Name=LOC116919850;gbkey=Gene;gene=LOC116919850;gene_biotype=protein_coding"
"83402","NC_059184.1","Gnomon","mRNA",790215,793343,".","-",".","ID=rna-XM_032925906.2;Parent=gene-LOC116919850;Dbxref=GeneID:116919850,Genbank:XM_032925906.2;Name=XM_032925906.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919850;model_evidence=Supporting evidence includes similarity to: 4 ESTs%2C 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=sorting nexin-2;transcript_id=XM_032925906.2"
"83404","NC_059184.1","Gnomon","exon",792724,793005,".","-",".","ID=exon-XM_032925906.2-2;Parent=rna-XM_032925906.2;Dbxref=GeneID:116919850,Genbank:XM_032925906.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919850;product=sorting nexin-2;transcript_id=XM_032925906.2"
"83415","NC_059184.1","Gnomon","CDS",792724,793005,".","-","0","ID=cds-XP_032781797.2;Parent=rna-XM_032925906.2;Dbxref=GeneID:116919850,Genbank:XP_032781797.2;Name=XP_032781797.2;gbkey=CDS;gene=LOC116919850;product=sorting nexin-2;protein_id=XP_032781797.2"
"79120.1","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"83534","NC_059184.1","Gnomon","gene",805159,806843,".","+",".","ID=gene-LOC116919073;Dbxref=GeneID:116919073;Name=LOC116919073;gbkey=Gene;gene=LOC116919073;gene_biotype=protein_coding"
"83535","NC_059184.1","Gnomon","mRNA",805159,806843,".","+",".","ID=rna-XM_032924942.2;Parent=gene-LOC116919073;Dbxref=GeneID:116919073,Genbank:XM_032924942.2;Name=XM_032924942.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919073;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 140 samples with support for all annotated introns;product=DNA excision repair protein ERCC-8;transcript_id=XM_032924942.2"
"79120.2","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"83534.1","NC_059184.1","Gnomon","gene",805159,806843,".","+",".","ID=gene-LOC116919073;Dbxref=GeneID:116919073;Name=LOC116919073;gbkey=Gene;gene=LOC116919073;gene_biotype=protein_coding"
"83535.1","NC_059184.1","Gnomon","mRNA",805159,806843,".","+",".","ID=rna-XM_032924942.2;Parent=gene-LOC116919073;Dbxref=GeneID:116919073,Genbank:XM_032924942.2;Name=XM_032924942.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919073;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 140 samples with support for all annotated introns;product=DNA excision repair protein ERCC-8;transcript_id=XM_032924942.2"
"83540","NC_059184.1","Gnomon","exon",806445,806843,".","+",".","ID=exon-XM_032924942.2-5;Parent=rna-XM_032924942.2;Dbxref=GeneID:116919073,Genbank:XM_032924942.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919073;product=DNA excision repair protein ERCC-8;transcript_id=XM_032924942.2"
"83545","NC_059184.1","Gnomon","CDS",806445,806699,".","+","0","ID=cds-XP_032780833.1;Parent=rna-XM_032924942.2;Dbxref=GeneID:116919073,Genbank:XP_032780833.1;Name=XP_032780833.1;gbkey=CDS;gene=LOC116919073;product=DNA excision repair protein ERCC-8;protein_id=XP_032780833.1"
"79120.3","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"83534.2","NC_059184.1","Gnomon","gene",805159,806843,".","+",".","ID=gene-LOC116919073;Dbxref=GeneID:116919073;Name=LOC116919073;gbkey=Gene;gene=LOC116919073;gene_biotype=protein_coding"
"83535.2","NC_059184.1","Gnomon","mRNA",805159,806843,".","+",".","ID=rna-XM_032924942.2;Parent=gene-LOC116919073;Dbxref=GeneID:116919073,Genbank:XM_032924942.2;Name=XM_032924942.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919073;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 140 samples with support for all annotated introns;product=DNA excision repair protein ERCC-8;transcript_id=XM_032924942.2"
"83540.1","NC_059184.1","Gnomon","exon",806445,806843,".","+",".","ID=exon-XM_032924942.2-5;Parent=rna-XM_032924942.2;Dbxref=GeneID:116919073,Genbank:XM_032924942.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919073;product=DNA excision repair protein ERCC-8;transcript_id=XM_032924942.2"
"83545.1","NC_059184.1","Gnomon","CDS",806445,806699,".","+","0","ID=cds-XP_032780833.1;Parent=rna-XM_032924942.2;Dbxref=GeneID:116919073,Genbank:XP_032780833.1;Name=XP_032780833.1;gbkey=CDS;gene=LOC116919073;product=DNA excision repair protein ERCC-8;protein_id=XP_032780833.1"
"79120.4","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"86144","NC_059184.1","Gnomon","gene",1314421,1315692,".","+",".","ID=gene-LOC116919134;Dbxref=GeneID:116919134;Name=LOC116919134;gbkey=Gene;gene=LOC116919134;gene_biotype=protein_coding"
"86145","NC_059184.1","Gnomon","mRNA",1314421,1315692,".","+",".","ID=rna-XM_032925025.2;Parent=gene-LOC116919134;Dbxref=GeneID:116919134,Genbank:XM_032925025.2;Name=XM_032925025.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919134;model_evidence=Supporting evidence includes similarity to: 14 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 146 samples with support for all annotated introns;product=uncharacterized Golgi apparatus membrane protein-like protein CG5021;transcript_id=XM_032925025.2"
"86150","NC_059184.1","Gnomon","exon",1315163,1315429,".","+",".","ID=exon-XM_032925025.2-5;Parent=rna-XM_032925025.2;Dbxref=GeneID:116919134,Genbank:XM_032925025.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919134;product=uncharacterized Golgi apparatus membrane protein-like protein CG5021;transcript_id=XM_032925025.2"
"86156","NC_059184.1","Gnomon","CDS",1315163,1315429,".","+","0","ID=cds-XP_032780916.2;Parent=rna-XM_032925025.2;Dbxref=GeneID:116919134,Genbank:XP_032780916.2;Name=XP_032780916.2;gbkey=CDS;gene=LOC116919134;product=uncharacterized Golgi apparatus membrane protein-like protein CG5021;protein_id=XP_032780916.2"
"79120.5","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"87595","NC_059184.1","Gnomon","gene",1518555,1521509,".","+",".","ID=gene-LOC116919166;Dbxref=GeneID:116919166;Name=LOC116919166;gbkey=Gene;gene=LOC116919166;gene_biotype=protein_coding"
"87596","NC_059184.1","Gnomon","mRNA",1518555,1521509,".","+",".","ID=rna-XM_032925081.2;Parent=gene-LOC116919166;Dbxref=GeneID:116919166,Genbank:XM_032925081.2;Name=XM_032925081.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919166;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 139 samples with support for all annotated introns;product=regulator of MON1-CCZ1 complex;transcript_id=XM_032925081.2"
"87597","NC_059184.1","Gnomon","exon",1518555,1519802,".","+",".","ID=exon-XM_032925081.2-1;Parent=rna-XM_032925081.2;Dbxref=GeneID:116919166,Genbank:XM_032925081.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116919166;product=regulator of MON1-CCZ1 complex;transcript_id=XM_032925081.2"
"87602","NC_059184.1","Gnomon","CDS",1518729,1519802,".","+","0","ID=cds-XP_032780972.2;Parent=rna-XM_032925081.2;Dbxref=GeneID:116919166,Genbank:XP_032780972.2;Name=XP_032780972.2;gbkey=CDS;gene=LOC116919166;product=regulator of MON1-CCZ1 complex;protein_id=XP_032780972.2"
"79120.6","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"79120.7","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"79120.8","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"79120.9","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
