chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19
NC_059182.1	3368209	3368210	*	16	16	0	14	11	3	16	14	2	13	11	2	12	11	1	19	16	3	13	8	5	16	12	4	13	10	3	22	18	4	19	17	2	21	19	2	13	13	0	19	18	1	33	32	1	24	21	3	20	15	5	15	12	3	29	23	6
NC_059182.1	3368239	3368240	*	16	15	1	14	11	3	16	15	1	15	14	1	11	10	1	17	14	3	12	10	2	16	15	1	11	9	2	19	19	0	21	20	1	24	22	2	11	11	0	25	23	2	32	30	2	24	18	6	22	21	1	17	16	1	29	23	6
NC_059182.1	3368244	3368245	*	15	15	0	14	13	1	16	16	0	13	13	0	11	9	2	18	17	1	12	12	0	15	14	1	11	11	0	20	19	1	19	18	1	19	18	1	10	10	0	25	24	1	30	29	1	21	19	2	22	22	0	18	17	1	29	26	3
NC_059182.1	3368276	3368277	*	14	14	0	16	14	2	14	14	0	16	15	1	11	9	2	17	16	1	13	12	1	13	13	0	14	14	0	16	16	0	19	19	0	19	18	1	11	11	0	21	19	2	27	27	0	16	16	0	19	19	0	19	17	2	27	27	0
NC_059182.1	3421818	3421819	*	12	4	8	16	1	15	11	0	11	14	5	9	13	3	10	19	15	4	13	0	13	17	7	10	12	2	10	17	4	13	16	0	16	16	6	10	10	0	10	16	2	14	21	4	17	21	0	21	12	2	10	16	4	12	23	0	23
NC_059182.1	3431740	3431741	*	24	24	0	25	23	2	15	15	0	12	12	0	14	14	0	28	27	1	14	13	1	12	10	2	16	11	5	25	25	0	14	14	0	22	22	0	18	18	0	19	19	0	29	28	1	28	26	2	18	17	1	12	12	0	36	36	0
NC_059182.1	3431767	3431768	*	23	23	0	25	25	0	17	16	1	11	11	0	15	15	0	28	25	3	14	14	0	13	11	2	15	10	5	23	23	0	15	14	1	21	21	0	18	18	0	17	12	5	27	25	2	28	26	2	17	15	2	12	12	0	33	33	0
NC_059182.1	3431802	3431803	*	20	20	0	23	23	0	17	16	1	13	12	1	16	16	0	28	28	0	14	14	0	16	14	2	18	17	1	21	20	1	17	16	1	17	17	0	16	16	0	18	18	0	27	25	2	30	29	1	17	16	1	13	12	1	32	31	1
NC_059182.1	3431888	3431889	*	14	9	5	22	22	0	18	18	0	13	11	2	19	19	0	22	20	2	16	14	2	19	18	1	17	15	2	16	16	0	16	14	2	19	18	1	18	18	0	19	16	3	28	24	4	21	21	0	13	13	0	12	12	0	27	27	0
NC_059182.1	3431982	3431983	*	15	14	1	18	16	2	19	17	2	15	13	2	18	17	1	16	14	2	10	10	0	16	13	3	17	14	3	15	12	3	14	14	0	28	25	3	22	20	2	16	13	3	25	19	6	18	16	2	13	12	1	13	11	2	25	22	3
NC_059182.1	3432020	3432021	*	19	19	0	18	14	4	15	14	1	13	12	1	21	19	2	16	16	0	11	10	1	19	16	3	12	10	2	16	16	0	12	10	2	31	30	1	22	18	4	17	16	1	24	20	4	12	11	1	15	15	0	16	16	0	30	28	2
NC_059182.1	3452729	3452730	*	10	10	0	16	15	1	17	13	4	10	10	0	15	13	2	16	16	0	12	11	1	14	13	1	15	15	0	11	11	0	11	11	0	12	11	1	11	11	0	13	12	1	16	16	0	21	20	1	16	16	0	13	8	5	17	15	2
NC_059182.1	3487792	3487793	*	22	14	8	25	25	0	12	9	3	14	10	4	12	11	1	21	17	4	12	11	1	22	20	2	12	11	1	17	15	2	17	9	8	24	23	1	34	29	5	19	18	1	24	21	3	23	16	7	17	13	4	23	18	5	24	17	7
NC_059182.1	3487830	3487831	*	25	20	5	25	22	3	11	10	1	13	12	1	13	11	2	20	17	3	16	13	3	21	18	3	13	7	6	19	14	5	24	17	7	23	21	2	34	22	12	20	15	5	23	18	5	23	19	4	20	17	3	25	22	3	24	15	9
NC_059182.1	3487852	3487853	*	21	18	3	24	24	0	10	10	0	11	10	1	12	12	0	21	20	1	15	15	0	20	16	4	11	11	0	17	12	5	18	18	0	17	16	1	25	14	11	23	19	4	23	22	1	21	21	0	19	18	1	22	21	1	22	13	9
NC_059182.1	3487923	3487924	*	23	16	7	25	16	9	26	6	20	14	7	7	13	7	6	18	14	4	13	9	4	15	9	6	11	8	3	28	13	15	25	20	5	18	12	6	26	8	18	24	4	20	22	13	9	19	9	10	31	19	12	22	6	16	25	11	14
NC_059182.1	3595833	3595834	*	17	16	1	20	18	2	17	16	1	14	13	1	19	18	1	13	12	1	20	18	2	23	21	2	14	12	2	13	13	0	16	16	0	19	17	2	16	14	2	10	10	0	16	16	0	18	17	1	15	14	1	10	10	0	19	16	3
NC_059182.1	3698743	3698744	*	25	20	5	20	13	7	14	4	10	11	7	4	24	16	8	23	18	5	12	8	4	14	9	5	18	7	11	15	12	3	27	19	8	34	9	25	22	14	8	24	15	9	27	20	7	22	16	6	25	19	6	22	17	5	30	23	7
NC_059182.1	3698754	3698755	*	25	20	5	19	13	6	12	3	9	11	10	1	24	18	6	23	19	4	11	7	4	14	10	4	18	7	11	14	12	2	28	20	8	36	10	26	22	14	8	23	15	8	27	20	7	22	18	4	25	19	6	23	19	4	31	25	6
NC_059182.1	3745479	3745480	*	15	12	3	26	18	8	11	8	3	18	11	7	16	15	1	15	10	5	17	9	8	11	5	6	18	0	18	13	5	8	13	4	9	18	7	11	15	12	3	22	13	9	19	9	10	20	16	4	10	7	3	22	16	6	20	15	5
NC_059182.1	4115193	4115194	*	18	5	13	12	5	7	18	8	10	14	8	6	10	3	7	12	4	8	18	8	10	20	8	12	12	3	9	14	7	7	15	11	4	23	9	14	18	9	9	22	4	18	16	10	6	27	11	16	11	6	5	16	6	10	28	17	11
NC_059182.1	4246417	4246418	*	22	11	11	23	0	23	14	2	12	32	0	32	22	0	22	30	4	26	36	13	23	23	0	23	28	9	19	21	8	13	32	11	21	27	18	9	29	0	29	43	9	34	63	1	62	30	0	30	31	18	13	24	1	23	29	2	27
NC_059182.1	4299230	4299231	*	17	14	3	15	12	3	21	19	2	15	13	2	14	14	0	13	13	0	13	11	2	24	22	2	11	10	1	24	24	0	15	14	1	25	23	2	15	15	0	23	16	7	24	23	1	18	17	1	18	18	0	14	13	1	22	21	1
NC_059182.1	4354347	4354348	*	13	10	3	19	8	11	26	19	7	17	8	9	15	11	4	19	10	9	10	7	3	18	12	6	14	4	10	21	12	9	14	8	6	18	10	8	20	12	8	25	8	17	23	10	13	16	8	8	27	16	11	24	11	13	25	12	13
NC_059182.1	4354523	4354524	*	13	3	10	17	3	14	21	3	18	19	3	16	20	7	13	16	6	10	13	4	9	23	1	22	17	1	16	13	1	12	11	4	7	17	1	16	19	2	17	22	1	21	24	10	14	22	7	15	19	6	13	17	4	13	22	7	15
NC_059182.1	4502809	4502810	*	20	20	0	20	20	0	18	18	0	10	10	0	11	10	1	14	13	1	13	13	0	13	13	0	16	16	0	25	25	0	17	17	0	34	33	1	15	15	0	20	20	0	13	12	1	22	22	0	29	28	1	13	12	1	21	21	0
NC_059182.1	4502846	4502847	*	22	21	1	23	23	0	20	19	1	12	12	0	12	12	0	17	17	0	12	12	0	15	15	0	18	18	0	27	24	3	18	18	0	37	36	1	15	15	0	22	21	1	16	16	0	25	24	1	28	26	2	15	15	0	22	22	0
NC_059182.1	4502893	4502894	*	23	22	1	25	24	1	17	13	4	13	12	1	11	11	0	15	15	0	16	15	1	17	16	1	20	20	0	29	28	1	18	18	0	36	34	2	18	17	1	20	19	1	17	17	0	27	26	1	21	20	1	11	11	0	24	21	3
NC_059182.1	4502940	4502941	*	22	20	2	25	24	1	16	15	1	15	14	1	12	11	1	15	15	0	17	15	2	18	18	0	17	16	1	21	19	2	13	12	1	31	28	3	22	22	0	22	17	5	17	17	0	26	25	1	21	20	1	14	14	0	27	25	2
NC_059182.1	4588902	4588903	*	15	15	0	15	14	1	10	10	0	15	15	0	18	15	3	23	21	2	15	14	1	12	12	0	11	9	2	22	21	1	16	15	1	27	25	2	16	15	1	10	10	0	14	14	0	21	20	1	10	9	1	12	11	1	22	22	0
NC_059182.1	4588916	4588917	*	16	16	0	17	14	3	10	10	0	15	14	1	16	14	2	22	21	1	14	12	2	12	12	0	13	12	1	21	20	1	17	15	2	25	23	2	14	14	0	10	9	1	13	13	0	20	17	3	11	10	1	13	12	1	20	19	1
NC_059182.1	4693618	4693619	*	20	19	1	16	13	3	15	13	2	15	14	1	13	12	1	22	21	1	15	14	1	13	12	1	12	12	0	18	17	1	22	20	2	25	24	1	15	14	1	18	18	0	22	22	0	12	11	1	17	17	0	20	20	0	23	22	1
NC_059182.1	4693630	4693631	*	21	21	0	16	15	1	14	13	1	16	16	0	14	14	0	22	22	0	16	15	1	13	13	0	13	13	0	19	17	2	22	22	0	25	24	1	15	15	0	22	22	0	23	23	0	13	12	1	15	14	1	21	20	1	24	24	0
NC_059182.1	4693645	4693646	*	20	18	2	17	15	2	15	15	0	17	16	1	14	12	2	23	23	0	17	16	1	14	14	0	12	12	0	21	19	2	24	24	0	26	24	2	14	13	1	21	21	0	22	22	0	12	12	0	16	16	0	22	20	2	23	23	0
NC_059182.1	4716414	4716415	*	13	10	3	19	11	8	21	11	10	14	9	5	14	8	6	22	21	1	14	1	13	24	17	7	14	11	3	14	12	2	10	10	0	26	12	14	17	17	0	12	12	0	16	7	9	32	24	8	10	10	0	15	13	2	28	20	8
NC_059182.1	5332183	5332184	*	29	27	2	22	21	1	16	16	0	23	22	1	17	16	1	16	15	1	20	18	2	25	25	0	13	12	1	24	24	0	20	17	3	16	16	0	26	25	1	15	14	1	32	32	0	21	18	3	22	21	1	21	21	0	34	30	4
NC_059182.1	5343642	5343643	*	12	11	1	20	20	0	12	11	1	17	16	1	12	11	1	19	17	2	13	11	2	16	16	0	15	13	2	14	14	0	15	12	3	25	25	0	16	15	1	28	27	1	17	16	1	27	26	1	14	13	1	13	13	0	29	28	1
NC_059182.1	5600450	5600451	*	11	11	0	16	14	2	12	12	0	20	18	2	10	10	0	21	18	3	12	12	0	12	12	0	15	14	1	19	18	1	13	13	0	20	17	3	17	16	1	20	18	2	23	23	0	21	19	2	14	14	0	21	20	1	17	13	4
NC_059182.1	5616923	5616924	*	18	7	11	16	6	10	16	7	9	12	12	0	12	4	8	13	12	1	19	15	4	18	18	0	12	11	1	18	16	2	13	11	2	22	18	4	20	0	20	10	10	0	19	0	19	18	1	17	15	8	7	18	5	13	22	0	22
NC_059182.1	5616932	5616933	*	19	8	11	17	8	9	18	9	9	12	12	0	12	6	6	13	13	0	19	18	1	19	17	2	12	12	0	18	16	2	14	13	1	24	23	1	20	0	20	10	8	2	20	0	20	16	1	15	15	8	7	19	6	13	21	1	20
NC_059182.1	5616943	5616944	*	17	7	10	18	7	11	18	9	9	13	13	0	13	6	7	16	15	1	20	20	0	18	18	0	13	12	1	16	15	1	15	13	2	24	23	1	20	1	19	11	9	2	18	0	18	16	1	15	15	8	7	19	7	12	24	1	23
NC_059182.1	5719755	5719756	*	13	12	1	11	11	0	10	10	0	14	14	0	18	17	1	22	22	0	18	18	0	15	14	1	17	17	0	22	21	1	12	11	1	16	15	1	15	13	2	13	13	0	28	27	1	20	19	1	20	18	2	12	11	1	19	16	3
NC_059182.1	5719840	5719841	*	14	14	0	15	15	0	15	13	2	11	10	1	15	15	0	27	27	0	23	22	1	20	19	1	19	15	4	19	17	2	18	15	3	24	23	1	19	18	1	16	16	0	26	26	0	21	17	4	21	17	4	13	12	1	21	20	1
NC_059182.1	5719957	5719958	*	20	18	2	15	15	0	20	19	1	14	13	1	20	18	2	18	17	1	16	16	0	16	16	0	10	10	0	19	18	1	15	15	0	26	25	1	17	17	0	21	21	0	29	27	2	25	23	2	20	19	1	10	10	0	25	25	0
NC_059182.1	5719996	5719997	*	22	20	2	14	13	1	20	20	0	17	17	0	20	19	1	17	16	1	17	16	1	14	14	0	13	12	1	21	21	0	18	17	1	26	25	1	15	13	2	21	19	2	32	29	3	24	21	3	21	21	0	12	11	1	28	26	2
NC_059182.1	5720015	5720016	*	20	18	2	18	15	3	17	17	0	17	16	1	20	18	2	18	18	0	18	17	1	12	12	0	11	11	0	20	18	2	18	16	2	28	27	1	13	12	1	19	18	1	31	29	2	23	22	1	21	18	3	12	12	0	23	21	2
NC_059182.1	5848828	5848829	*	15	14	1	20	19	1	15	15	0	12	11	1	17	16	1	14	14	0	19	18	1	14	13	1	13	12	1	21	21	0	12	12	0	16	16	0	21	21	0	16	15	1	18	18	0	20	20	0	12	11	1	19	18	1	16	14	2
NC_059182.1	5848840	5848841	*	13	12	1	20	19	1	13	13	0	11	11	0	18	17	1	15	15	0	18	18	0	13	12	1	13	12	1	19	19	0	11	11	0	17	16	1	23	22	1	16	16	0	18	18	0	22	21	1	12	11	1	19	19	0	15	15	0
NC_059182.1	5848872	5848873	*	16	15	1	16	16	0	12	11	1	14	12	2	18	17	1	18	18	0	20	18	2	12	11	1	13	12	1	18	18	0	12	11	1	18	17	1	18	17	1	14	14	0	18	18	0	22	22	0	13	13	0	18	18	0	16	15	1
NC_059182.1	5924827	5924828	*	26	25	1	16	14	2	22	22	0	20	18	2	18	17	1	23	20	3	24	22	2	25	23	2	21	21	0	19	17	2	21	20	1	24	23	1	11	11	0	19	18	1	23	21	2	28	28	0	19	18	1	19	18	1	38	37	1
NC_059182.1	5977820	5977821	*	18	17	1	16	14	2	18	17	1	15	15	0	14	13	1	21	16	5	16	16	0	10	9	1	20	18	2	15	13	2	13	13	0	34	32	2	15	14	1	16	15	1	27	26	1	17	16	1	23	21	2	13	13	0	32	30	2
NC_059182.1	5977847	5977848	*	15	15	0	18	17	1	15	15	0	13	13	0	16	15	1	19	17	2	15	15	0	10	9	1	17	16	1	18	17	1	10	10	0	32	26	6	11	11	0	15	14	1	26	25	1	17	12	5	19	17	2	13	12	1	32	30	2
NC_059182.1	6078803	6078804	*	18	7	11	14	11	3	15	3	12	14	12	2	16	7	9	20	16	4	15	11	4	10	8	2	12	8	4	22	20	2	17	13	4	30	25	5	19	8	11	13	11	2	23	19	4	15	5	10	15	12	3	21	6	15	25	22	3
NC_059182.1	6256462	6256463	*	27	26	1	24	23	1	14	13	1	13	10	3	16	15	1	23	22	1	14	14	0	17	15	2	19	17	2	21	20	1	21	19	2	19	17	2	16	15	1	16	16	0	28	26	2	27	26	1	15	14	1	19	18	1	26	22	4
NC_059182.1	6275001	6275002	*	19	17	2	32	30	2	23	20	3	15	14	1	19	18	1	28	28	0	19	16	3	12	12	0	20	15	5	28	28	0	24	23	1	23	23	0	17	17	0	16	15	1	27	26	1	19	19	0	24	24	0	23	22	1	19	18	1
NC_059182.1	6275097	6275098	*	28	27	1	18	16	2	22	17	5	13	13	0	15	15	0	26	24	2	18	15	3	12	9	3	18	16	2	25	24	1	25	22	3	18	17	1	12	12	0	17	16	1	25	24	1	23	23	0	17	16	1	19	16	3	25	24	1
NC_059182.1	6301745	6301746	*	25	25	0	14	14	0	14	13	1	17	17	0	13	11	2	17	17	0	22	22	0	10	10	0	14	12	2	20	20	0	12	12	0	21	17	4	15	15	0	17	17	0	18	16	2	20	19	1	15	15	0	12	12	0	28	28	0
NC_059182.1	6386594	6386595	*	16	7	9	24	0	24	10	0	10	13	0	13	18	0	18	11	0	11	21	0	21	11	0	11	10	0	10	13	0	13	15	0	15	36	0	36	15	0	15	19	1	18	17	0	17	23	0	23	26	0	26	13	0	13	44	0	44
NC_059182.1	6457340	6457341	*	25	23	2	23	23	0	13	12	1	15	15	0	18	17	1	18	18	0	22	21	1	14	14	0	18	18	0	12	12	0	27	27	0	29	28	1	22	22	0	17	16	1	23	23	0	21	21	0	13	13	0	18	17	1	28	27	1
NC_059182.1	6457411	6457412	*	21	19	2	15	14	1	11	11	0	12	11	1	11	10	1	16	16	0	19	17	2	16	15	1	14	13	1	10	9	1	20	20	0	19	16	3	18	18	0	21	20	1	24	21	3	27	21	6	22	21	1	21	19	2	25	22	3
NC_059182.1	6513057	6513058	*	24	24	0	15	14	1	14	14	0	14	13	1	15	8	7	22	20	2	13	11	2	11	9	2	17	17	0	17	17	0	16	15	1	18	17	1	16	16	0	19	19	0	25	23	2	15	15	0	15	14	1	14	12	2	26	26	0
NC_059182.1	6513089	6513090	*	22	21	1	16	14	2	12	12	0	15	15	0	15	8	7	20	19	1	17	16	1	11	10	1	15	14	1	19	19	0	18	17	1	20	17	3	20	20	0	23	21	2	30	26	4	17	17	0	16	16	0	16	16	0	25	23	2
NC_059182.1	6513130	6513131	*	18	11	7	15	10	5	14	4	10	16	8	8	16	10	6	17	8	9	17	11	6	11	9	2	16	14	2	17	13	4	18	11	7	19	13	6	21	13	8	22	12	10	30	13	17	23	13	10	17	13	4	15	8	7	25	19	6
NC_059182.1	6559350	6559351	*	19	17	2	11	11	0	11	11	0	11	11	0	16	16	0	21	21	0	11	10	1	11	10	1	10	6	4	16	16	0	19	18	1	27	26	1	23	22	1	14	12	2	21	19	2	24	23	1	26	24	2	18	15	3	30	26	4
NC_059182.1	6653554	6653555	*	19	18	1	25	23	2	16	13	3	14	14	0	23	23	0	17	17	0	16	15	1	15	15	0	19	17	2	17	16	1	23	22	1	23	23	0	19	17	2	29	28	1	22	18	4	18	18	0	16	15	1	20	20	0	35	34	1
NC_059182.1	6653584	6653585	*	18	18	0	25	25	0	15	14	1	15	14	1	18	17	1	19	18	1	18	17	1	17	17	0	18	18	0	13	13	0	17	17	0	19	18	1	18	18	0	30	29	1	24	23	1	17	15	2	14	13	1	17	17	0	26	25	1
NC_059182.1	6653629	6653630	*	18	18	0	24	22	2	13	12	1	14	13	1	17	14	3	12	12	0	17	12	5	15	13	2	15	10	5	15	15	0	19	18	1	15	13	2	14	12	2	27	23	4	24	22	2	12	10	2	12	11	1	16	16	0	18	15	3
NC_059182.1	6653641	6653642	*	18	16	2	24	22	2	12	11	1	15	13	2	17	14	3	11	10	1	18	14	4	17	15	2	15	8	7	16	15	1	19	18	1	15	11	4	15	11	4	28	24	4	23	20	3	11	8	3	11	11	0	18	17	1	20	16	4
NC_059182.1	6653690	6653691	*	18	17	1	21	17	4	16	15	1	14	14	0	18	17	1	12	11	1	23	22	1	13	12	1	14	14	0	15	13	2	10	10	0	13	13	0	14	14	0	27	26	1	19	19	0	10	8	2	11	9	2	17	14	3	16	16	0
NC_059182.1	6696712	6696713	*	14	14	0	12	12	0	12	12	0	11	11	0	15	14	1	16	14	2	13	13	0	25	23	2	11	11	0	15	13	2	13	2	11	25	23	2	16	15	1	20	8	12	19	0	19	16	14	2	17	9	8	12	11	1	19	8	11
NC_059182.1	6974120	6974121	*	13	12	1	15	7	8	18	11	7	19	7	12	18	10	8	19	10	9	16	14	2	21	14	7	16	0	16	24	5	19	21	19	2	30	15	15	28	1	27	23	8	15	25	24	1	16	1	15	22	9	13	25	0	25	27	27	0
NC_059182.1	6974141	6974142	*	13	13	0	17	2	15	22	14	8	22	9	13	19	10	9	21	10	11	15	5	10	19	10	9	14	2	12	25	2	23	25	24	1	32	18	14	38	1	37	23	9	14	31	30	1	19	1	18	24	11	13	26	0	26	30	30	0
NC_059182.1	6974245	6974246	*	20	17	3	29	28	1	28	27	1	22	21	1	24	22	2	21	20	1	19	18	1	19	17	2	17	17	0	21	20	1	30	25	5	35	32	3	41	35	6	31	29	2	35	33	2	26	15	11	23	23	0	26	24	2	31	28	3
NC_059182.1	7117271	7117272	*	13	13	0	21	9	12	22	1	21	13	0	13	16	0	16	18	0	18	21	20	1	11	0	11	13	8	5	10	9	1	15	8	7	21	21	0	23	20	3	18	7	11	20	11	9	20	7	13	18	14	4	21	15	6	15	10	5
NC_059182.1	7315608	7315609	*	16	14	2	13	7	6	15	14	1	18	15	3	14	4	10	18	13	5	12	9	3	11	11	0	16	6	10	14	13	1	15	14	1	20	18	2	22	18	4	13	11	2	17	6	11	17	9	8	11	2	9	12	11	1	13	12	1
NC_059182.1	7442393	7442394	*	16	9	7	13	5	8	12	5	7	15	4	11	15	15	0	27	8	19	17	9	8	18	5	13	11	11	0	14	14	0	14	7	7	30	21	9	18	18	0	15	8	7	24	1	23	16	15	1	21	8	13	19	9	10	17	0	17
NC_059182.1	7442409	7442410	*	19	12	7	15	7	8	13	7	6	15	4	11	16	16	0	28	10	18	17	9	8	16	4	12	11	11	0	16	15	1	14	8	6	31	21	10	22	22	0	16	8	8	27	2	25	17	16	1	23	11	12	19	9	10	17	3	14
NC_059182.1	7554811	7554812	*	20	19	1	22	21	1	12	10	2	10	10	0	18	16	2	23	23	0	12	12	0	11	10	1	11	7	4	23	21	2	15	13	2	15	15	0	23	21	2	15	14	1	21	19	2	23	21	2	24	23	1	14	11	3	23	23	0
NC_059182.1	7554874	7554875	*	23	21	2	20	17	3	13	11	2	11	10	1	17	15	2	23	22	1	15	14	1	10	9	1	12	8	4	20	20	0	14	11	3	22	21	1	21	20	1	23	18	5	22	21	1	20	19	1	27	26	1	13	13	0	22	21	1
NC_059182.1	8331596	8331597	*	21	3	18	50	0	50	22	3	19	37	2	35	39	4	35	42	3	39	35	1	34	10	3	7	33	3	30	33	3	30	40	12	28	34	3	31	13	1	12	28	2	26	38	3	35	23	2	21	25	2	23	20	2	18	84	1	83
NC_059182.1	8331681	8331682	*	21	3	18	47	1	46	15	2	13	23	1	22	36	10	26	43	2	41	34	3	31	10	1	9	36	3	33	29	2	27	36	0	36	36	1	35	14	1	13	40	2	38	34	0	34	18	1	17	25	1	24	12	2	10	74	2	72
NC_059182.1	8566469	8566470	*	25	25	0	19	19	0	15	15	0	15	15	0	13	13	0	16	16	0	11	10	1	17	17	0	13	13	0	19	18	1	16	15	1	19	18	1	13	12	1	15	15	0	15	15	0	23	23	0	15	15	0	16	16	0	19	19	0
NC_059182.1	8566510	8566511	*	28	27	1	24	23	1	17	15	2	20	20	0	15	15	0	21	21	0	16	15	1	24	22	2	15	13	2	25	23	2	24	23	1	30	28	2	20	17	3	16	16	0	26	24	2	28	27	1	20	19	1	19	19	0	31	28	3
NC_059182.1	8566533	8566534	*	24	21	3	25	21	4	16	14	2	18	17	1	17	16	1	21	20	1	14	13	1	22	19	3	15	11	4	24	22	2	22	20	2	31	26	5	20	18	2	17	16	1	28	25	3	26	17	9	19	18	1	20	19	1	30	16	14
NC_059182.1	10868828	10868829	*	71	16	55	21	4	17	24	2	22	28	0	28	51	1	50	14	0	14	30	0	30	33	2	31	33	1	32	40	5	35	50	0	50	32	2	30	29	1	28	36	0	36	29	0	29	33	8	25	29	1	28	44	6	38	42	0	42
NC_059182.1	11881003	11881004	*	14	13	1	23	20	3	17	16	1	20	16	4	23	19	4	10	8	2	13	11	2	12	12	0	25	22	3	17	16	1	21	18	3	21	20	1	21	16	5	21	17	4	25	22	3	18	15	3	21	18	3	19	17	2	29	26	3
NC_059182.1	12018625	12018626	*	16	12	4	21	17	4	25	20	5	13	11	2	14	13	1	18	17	1	16	15	1	10	9	1	15	11	4	18	14	4	23	15	8	14	13	1	18	17	1	18	17	1	17	13	4	21	15	6	15	7	8	20	17	3	23	17	6
NC_059182.1	12018653	12018654	*	14	12	2	23	22	1	24	22	2	16	13	3	13	13	0	20	20	0	17	16	1	13	11	2	17	15	2	18	17	1	21	18	3	14	14	0	21	17	4	18	16	2	16	15	1	19	18	1	14	8	6	19	18	1	21	17	4
NC_059182.1	12018659	12018660	*	15	13	2	23	20	3	24	24	0	17	12	5	13	12	1	21	20	1	17	17	0	13	12	1	17	16	1	20	20	0	22	19	3	14	14	0	21	21	0	17	16	1	17	17	0	19	16	3	14	9	5	20	19	1	21	19	2
NC_059182.1	12018664	12018665	*	15	12	3	23	22	1	23	22	1	18	17	1	13	12	1	21	21	0	17	17	0	13	13	0	17	16	1	20	20	0	22	21	1	15	15	0	22	21	1	17	16	1	18	18	0	18	16	2	14	8	6	20	18	2	22	20	2
NC_059182.1	12023180	12023181	*	11	4	7	15	0	15	15	0	15	13	0	13	21	0	21	15	0	15	13	0	13	20	0	20	14	0	14	22	1	21	10	0	10	24	0	24	17	0	17	18	0	18	28	0	28	29	0	29	15	0	15	13	0	13	28	0	28
NC_059182.1	12026471	12026472	*	13	12	1	16	12	4	12	11	1	17	15	2	14	13	1	11	9	2	12	12	0	12	12	0	15	14	1	16	16	0	11	9	2	14	13	1	17	12	5	14	12	2	13	11	2	18	17	1	18	16	2	17	16	1	17	12	5
NC_059182.1	12030551	12030552	*	22	20	2	17	16	1	10	9	1	16	16	0	17	15	2	17	17	0	14	14	0	18	14	4	16	15	1	11	11	0	17	15	2	10	5	5	14	14	0	14	14	0	29	28	1	17	15	2	14	14	0	20	18	2	25	21	4
NC_059182.1	12030608	12030609	*	25	8	17	23	13	10	12	8	4	18	14	4	14	13	1	18	13	5	16	10	6	18	10	8	16	12	4	16	7	9	22	16	6	21	0	21	17	13	4	17	12	5	26	6	20	19	6	13	18	16	2	18	7	11	29	10	19
NC_059182.1	12048966	12048967	*	15	14	1	14	13	1	15	12	3	11	11	0	17	15	2	19	17	2	13	8	5	11	9	2	12	10	2	14	13	1	14	14	0	17	17	0	16	13	3	19	17	2	26	24	2	24	22	2	21	20	1	19	15	4	21	18	3
NC_059182.1	12049032	12049033	*	18	16	2	22	17	5	20	16	4	16	15	1	18	17	1	20	18	2	20	18	2	20	16	4	10	7	3	17	14	3	18	16	2	21	19	2	23	20	3	14	12	2	28	24	4	23	21	2	24	22	2	19	17	2	22	20	2
NC_059182.1	12049081	12049082	*	22	20	2	22	21	1	20	19	1	15	15	0	16	15	1	22	21	1	16	15	1	19	19	0	12	11	1	18	16	2	20	20	0	24	23	1	23	21	2	18	17	1	19	19	0	20	20	0	24	24	0	21	21	0	23	23	0
NC_059182.1	12049093	12049094	*	22	19	3	23	22	1	21	21	0	15	15	0	16	16	0	23	22	1	16	14	2	19	18	1	11	9	2	17	15	2	20	20	0	23	21	2	25	25	0	20	18	2	16	15	1	20	20	0	24	24	0	21	21	0	23	23	0
NC_059182.1	12151798	12151799	*	27	27	0	17	15	2	17	17	0	16	16	0	15	14	1	19	18	1	20	18	2	14	13	1	16	15	1	16	16	0	20	18	2	18	17	1	13	13	0	13	13	0	25	19	6	20	18	2	20	19	1	13	13	0	30	30	0
NC_059182.1	12151830	12151831	*	21	6	15	22	9	13	17	7	10	18	6	12	19	2	17	17	7	10	20	1	19	20	7	13	13	0	13	15	4	11	22	11	11	24	2	22	13	1	12	19	2	17	25	14	11	23	7	16	24	6	18	12	6	6	34	7	27
NC_059182.1	12379872	12379873	*	25	25	0	14	14	0	14	13	1	21	20	1	11	9	2	19	17	2	25	24	1	15	15	0	18	17	1	33	32	1	20	18	2	21	20	1	19	19	0	24	24	0	28	27	1	17	17	0	21	20	1	22	22	0	27	27	0
NC_059182.1	12379917	12379918	*	21	21	0	10	9	1	13	11	2	17	12	5	12	11	1	17	17	0	14	13	1	11	9	2	16	15	1	24	21	3	14	12	2	17	15	2	11	9	2	14	13	1	25	19	6	17	16	1	15	14	1	19	19	0	21	20	1
NC_059182.1	12424457	12424458	*	19	19	0	25	25	0	13	12	1	16	15	1	12	12	0	18	18	0	13	12	1	14	14	0	19	19	0	11	11	0	20	20	0	28	27	1	13	13	0	14	13	1	21	21	0	34	32	2	15	15	0	16	16	0	16	16	0
